|hotel_name|hotel_loc|hotel_desc|hotel_url
200|TWO Hotel Barcelona by Axel 4* Sup- Adults Only|Calabria 90-92, Eixample, 08015 Barcelona, Spain|"Offering a rooftop pool with a large sun terrace, TWO Hotel Barcelona by Axel is located in the heart of the gay district of Barcelona, 2 km from Barceloneta Beach.
The hetero-friendly hotel offers on-site private parking. There is also a  24-hour reception and guests can get information on the gay scene and the city at the on-site tour desk. On the rooftop guests will also find the Sky bar, gym, steam bath and a massage room.
Each room here will provide you with air conditioning and a minibar. Featuring a shower, private bathroom also comes with a hairdryer. A safety deposit box and a universal phone charger are also provided.
Guests can sample a drink at the rooftop bar, whilst taking in stunning city views or enjoy the delicious cocktails served in the Lounge Bar. A buffet breakfast is available and free high-speed WiFi access is provided throughout.
Staff can give information about the surrounding area, which is known as ""Gayxample"" because of its lively gay nightlife.
The hotel is 2 minutes' walk from Rocafort Metro Station and Plaça d'Espanya, with direct buses to Barcelona Airport, is a 10-minute walk away. Paral·lel, with bars, restaurants, clubs and theatres is 1.3 km from TWO Hotel Barcelona by Axel."|https://www.booking.com/hotel/es/two-barcelona-by-axel.en-gb.html
201|Hotel Atlas|Cardenal Casañas, 11, Ciutat Vella, 08002 Barcelona, Spain|"You're eligible for a Genius discount at Hotel Atlas! To save at this property, all you have to do is sign in.
This property is 19 minutes walk from the beach. This design hotel has an excellent location in a quiet side street only 20 m from the famous Las Ramblas. Free Wi-Fi is available throughout the hotel and there is an on-site bar.
The Hotel Atlas is set in the historic centre of Barcelona. It is a short walk from the Boquería Market, the Liceu theatre and the Cathedral.
All rooms at the Hotel Atlas are fully soundproofed and air conditioned. They have a kettle, work desk, flat-screen TV and a free safe.
The hotel rooms and public areas are totally smoke-free. The ticket service can help book tickets, including for FC Barcelona football matches.
Other useful services include bicycle rental and a tour desk. Car rental and currency exchange are also available."|https://www.booking.com/hotel/es/atlas.en-gb.html
202|Hg City Suites Barcelona Apartments|89 Via Augusta, Sarrià-St. Gervasi, 08006 Barcelona, Spain|"Set 1.7 km from La Pedrera in Barcelona, Hg City Suites Barcelona Apartments offers accommodation with air conditioning and free WiFi.
All self-catered units feature parquet floors and are fitted with a satellite flat-screen TV, a safety deposit box, an equipped kitchen with a microwave, and a private bathroom with shower.
Guests can also relax in the shared lounge area.
Casa Batllo is 2 km from the apartment, while Passeig de Gracia is 2.4 km away. The nearest airport is Barcelona El Prat Airport, 16 km from Hg City Suites Barcelona Apartments."|https://www.booking.com/hotel/es/hg-city-suites-barcelona-apartments.en-gb.html
203|Hotel Barcelona Catedral|Capellans, 4, Ciutat Vella, 08002 Barcelona, Spain|"You're eligible for a Genius discount at Hotel Barcelona Catedral! To save at this property, all you have to do is sign in.
This property is 20 minutes walk from the beach. This boutique hotel offers exclusive free walking tours of the historic city centre twice a week. There is a gym and a rooftop chill-out terrace with a swimming pool and wonderful city views. It is located 100 m from Barcelona Cathedral, in the historic Gothic Quarter.
Each elegant room at the Barcelona Catedral Hotel features wooden flooring and air conditioning. Rooms have free WiFi, a laptop safe and flat-screen TV with international channels. Smoking is not allowed in any of the rooms, but there are common areas where smoking is allowed.
Creative Mediterranean cuisine is served in the hotel’s 4 Capellans restaurant, which offers a menu for celiacs. There is a wide range of restaurants and tapas bars within a 5-minute walk, including many in the popular El Born district.
Hotel Barcelona Catedral is 450 m from Plaza Catalunya Square, while Las Ramblas are a 5-minute walk away."|https://www.booking.com/hotel/es/barcelona-catedral.en-gb.html
204|Bcn Urbaness Hotels Gran Rosellon|Rosellón, 174-176, Eixample, 08036 Barcelona, Spain|"You're eligible for a Genius discount at Bcn Urbaness Hotels Gran Rosellon! To save at this property, all you have to do is sign in.
Featuring free WiFi, a restaurant and a seasonal outdoor pool, Bcn Urban Gran Rosellon offers accommodation in Barcelona, 5 minutes' walk from Diagonal Metro Station.
The hotel has a sun terrace and a fitness centre, and guests can enjoy a drink at the bar. There is also a 24-hour front desk at the property.
Air-conditioned rooms include a flat-screen TV and a telephone. Some have a seating area to relax in after a busy day. Every room includes a private bathroom with free toiletries.
La Pedrera is 600 m from Bcn Urban Gran Rosellon, while the trendy Passeig de Gràcia Street is 8 minutes' walk away. Plaça Catalunya is 1.7 km from the property and Barcelona El Prat Airport is 13 km away. Private parking is available on site."|https://www.booking.com/hotel/es/bcn-urban-gran-rosellon.en-gb.html
205|Magatzem 128|Calabria, 128, Eixample, 08015 Barcelona, Spain|"You're eligible for a Genius discount at Magatzem 128! To save at this property, all you have to do is sign in.
Ideally located in the Eixample district of Barcelona, Magatzem 128 is set 1.8 km from Magic Fountain of Montjuic, 2.1 km from Casa Batllo and 2.2 km from Boqueria Market. The property is situated 2.5 km from Passeig de Gracia, 2.6 km from Plaça Catalunya and 2.8 km from Montjuïc. The guest house has family rooms.
With a private bathroom fitted with a shower and a hairdryer, rooms at the guest house also have free WiFi, while certain rooms also offer a city view. All guest rooms will provide guests with air conditioning, a safety deposit box and a flat-screen TV.
Portal de l'Angel is 2.9 km from Magatzem 128, while Tivoli Theatre is 3.2 km from the property. The nearest airport is Barcelona El Prat Airport, 14 km from the accommodation."|https://www.booking.com/hotel/es/b-amp-b-magatzem-128.en-gb.html
206|Hostal Petit Príncep|Avenida Diagonal, 578, 2, Sarrià-St. Gervasi, 08021 Barcelona, Spain|"Offering air-conditioned, modern rooms with free Wi-Fi, Hostal Petit Príncep is located on Diagonal Avenue in Barcelona, a 15-minute walk to Passeig De Gracia.
Each modern room offers heating and colourful décor, and some have city views. The private bathroom comes with a hairdryer. The property has a fridge and microwave for communal use.
Hostal Petit Príncep is surrounded by a wide range of shops, lively bars and restaurants. There is a 24-hour supermarket nearby.
Hostal Petit Príncep is 15 minutes' walk from Gaudi’s Pedrera and Casa Batlló. Plaza Catalunya and the old town are within 3 km. Gaudi’s Sagrada Familia is 3 stops away by metro and Barcelona Airport is 15 km from the property"|https://www.booking.com/hotel/es/hostal-petit-princep.en-gb.html
207|Apart-Suites Hostemplo|Pasaje Gaiola 19, Eixample, 08013 Barcelona, Spain|"You're eligible for a Genius discount at Apart-Suites Hostemplo! To save at this property, all you have to do is sign in.
Apart-Suites Hostemplo offers stylish apartments and suites set in 2 beautiful Modernist buildings, 250 m from Gaudí’s Sagrada Familia. This soundproofed accommodation features free Wi-Fi and a DVD player.
The property offers contemporary décor with wooden floors. The apartments come with air conditioning and heating, as well as a private balcony. Most have views of Sagrada Família. Most of the apartments have a washing machine.
The junior suite features a fridge, microwave and kettle, and it has a TV. Located on the 5th floor, it offers views of Sagrada Família.
In 5 minutes you can walk to Sagrada Família Market, as well as Gaudí Avenue, where there are many restaurants, bars and shops. Barcelona's open-top bus tour route also stops just 3 minutes' walk from the property.
Apart-Suites Hostemplo is situated just metres from Avinguda Diagonal and just 3 minutes' walk from Sagrada Família Metro Station. Casa Batlló and La Pedrera are a 10-minute walk away on Passeig de Gràcia Boulevard, in the city centre."|https://www.booking.com/hotel/es/apartments-hostemplo-suites.en-gb.html
208|Occidental Atenea Mar - Adults Only|Paseo García Faria, 37-47, Sant Martí, 08019 Barcelona, Spain|"You're eligible for a Genius discount at Occidental Atenea Mar - Adults Only! To save at this property, all you have to do is sign in.
This property is 3 minutes walk from the beach. Situated 150 m from Barcelona’s Nova Mar Bella Beach, Occidental Atenea Mar - Adults Only offers sauna and gym, and a free WiFi zone. Each air-conditioned room features international satellite TV.
The hotel features a terrace with sea views and a seasonal infinity pool with hydromassage beds and seats. You can rent Balinese beds and sun loungers. There is also a seasonal snack bar, which is open from June to September.
Occidental Atenea Mar - Adults Only offers bright, functional rooms, many with views of the city or sea. They include a minibar, a free safe and a private bathroom with amenities.
The hotel’s Canela restaurant serves à la carte Mediterranean meals, and a varied breakfast buffet is available each morning. There are also many bars and restaurants on the nearby seafront promenade.
Regular bus services to central Barcelona stop outside the Occidental Atenea Mar - Adults Only, while Poble Nou Metro Station is a 10-minute walk away. The CCIB Conference Centre and Diagonal Mar Shopping Centre are just 1 km from the hotel."|https://www.booking.com/hotel/es/barcelo-atenea-mar.en-gb.html
209|Hostal Capitol Ramblas|La Rambla 138, Ciutat Vella, 08002 Barcelona, Spain|"You're eligible for a Genius discount at Hostal Capitol Ramblas! To save at this property, all you have to do is sign in.
Hostal Capitol Ramblas is located on the famous shopping street of La Rambla in central Barcelona. Free WiFi access is available and the guest house also provides bike rental, and has a 24-hour reception.
Each room has an LCD TV and a fan. Most rooms feature a balcony overlooking the city, while some have views of the cathedral. Guests have access to a shared bathroom and toilets.
At Hostal Capitol Ramblas you will find a shared lounge, a ticket service and a tour desk.
The guest house is 200 m from Plaça Catalunya, 200 m from Portal de l'Angel and 500 m from La Seu, Cathedral of Barcelona. Barcelona El Prat Airport is 12 km away."|https://www.booking.com/hotel/es/hostal-capitol-ramblas.en-gb.html
